project_id,project_name,project_type,budget_rs,duration_days,team_size,scope_changes,client_type,technology_stack,developer_experience_avg,agile_practice,client_rating,past_delays,actual_risk_level
598,Exploit Plug-And-Play Communities Platform,Web,3934804,199,9,1,International,Spring Boot,3.3,Yes,2,1,Medium
599,Target Intuitive Vortals Platform,Desktop,4615330,81,7,4,International,Laravel,3.2,No,2,0,Low
600,Evolve E-Business Solutions Platform,Mobile,2703494,213,10,0,International,Laravel,1.7,Yes,1,0,Medium
601,Synergize E-Business Networks Platform,API,1059728,245,12,3,International,Flutter,2.0,No,1,2,High
602,Monetize Real-Time Web-Readiness Platform,ERP,647178,192,5,4,Local,Angular,2.3,Yes,3,1,Low
603,Deliver Clicks-And-Mortar Markets Platform,Desktop,3529658,274,8,0,International,Vue,3.1,Yes,5,1,High
604,E-Enable Compelling Technologies Platform,Mobile,1292796,145,11,2,International,Flutter,4.4,No,3,2,Low
605,Morph End-To-End Metrics Platform,ML,3449680,133,3,1,International,Vue,4.1,No,3,1,Low
606,Target Wireless Methodologies Platform,Mobile,1796500,317,6,1,Local,Laravel,2.8,Yes,1,1,Low
607,Scale Viral E-Tailers Platform,API,3420996,219,8,1,International,Django,3.1,No,2,2,Low
608,Orchestrate Integrated Action-Items Platform,ERP,1494862,173,5,5,Local,Spring Boot,1.9,Yes,2,1,Low
609,Revolutionize Revolutionary Networks Platform,API,1437193,99,3,3,International,React,1.8,Yes,5,0,Medium
610,Deliver Vertical Roi Platform,Web,2622422,82,4,2,Local,Flutter,1.4,Yes,5,1,High
611,Redefine Clicks-And-Mortar E-Markets Platform,Mobile,2050062,239,3,0,Local,Flutter,4.0,No,5,2,Medium
612,Utilize User-Centric Models Platform,Mobile,4699625,183,11,4,Local,React,4.3,Yes,5,1,High
613,Envisioneer World-Class Web-Readiness Platform,Mobile,2864386,147,11,0,Local,Angular,4.7,No,3,1,Medium
614,Strategize Sticky Users Platform,ERP,1400303,152,8,3,International,Angular,3.1,No,1,2,Low
615,Extend Robust Partnerships Platform,API,1425399,326,5,3,International,Spring Boot,2.2,Yes,1,2,Medium
616,Re-Intermediate Magnetic Experiences Platform,Web,3727777,205,10,4,International,Spring Boot,4.9,No,2,3,Medium
617,Optimize Visionary Roi Platform,API,2083643,95,10,5,International,Angular,1.1,No,1,3,Medium
618,Facilitate Viral E-Tailers Platform,ML,1213081,121,5,3,International,Spring Boot,3.4,Yes,2,0,Medium
619,Synthesize Customized Bandwidth Platform,Mobile,3340648,162,12,3,Local,Angular,4.4,No,3,2,High
620,Seize Visionary Schemas Platform,API,3487160,303,12,3,International,Django,2.1,No,1,0,Medium
621,Incubate Synergistic Relationships Platform,API,4671434,178,5,0,Local,Spring Boot,1.2,Yes,4,0,Low
622,Aggregate Bricks-And-Clicks Infrastructures Platform,API,3242704,138,7,4,Local,Flutter,1.3,No,4,1,Medium
623,Revolutionize Back-End Niches Platform,ERP,4676679,311,11,2,International,Flutter,4.4,Yes,1,3,Low
624,E-Enable Plug-And-Play Networks Platform,API,4275842,221,9,3,International,React,1.1,No,2,3,Medium
625,Transition Sticky Relationships Platform,Mobile,3121101,259,10,0,International,Spring Boot,3.2,No,4,1,High
626,Seize Dot-Com Markets Platform,Web,3783173,194,10,4,International,Django,3.7,No,3,0,Low
627,Aggregate Plug-And-Play Channels Platform,ML,878481,125,8,2,Local,Flutter,4.6,No,4,0,Medium
628,Empower Intuitive Eyeballs Platform,Desktop,3497803,270,8,0,Local,Angular,1.9,No,5,0,High
629,Benchmark User-Centric Convergence Platform,Web,3057791,118,8,1,Local,Django,2.3,No,4,3,Medium
630,Morph Granular Roi Platform,Web,4440128,71,8,3,International,Vue,3.3,No,1,1,Medium
631,Expedite Viral Schemas Platform,API,4717528,233,5,4,International,Vue,4.9,Yes,4,0,High
632,Harness Plug-And-Play Deliverables Platform,Mobile,2910513,195,3,2,International,Flutter,1.9,Yes,5,0,High
633,Cultivate Wireless Content Platform,Desktop,2793151,94,12,4,International,Laravel,1.8,Yes,3,2,Medium
634,Grow B2C Paradigms Platform,ERP,3128595,162,9,3,International,Django,3.1,Yes,1,1,High
635,Transform Web-Enabled Mindshare Platform,API,2286377,299,7,5,International,Django,3.9,Yes,5,1,Medium
636,Re-Contextualize Turn-Key Roi Platform,API,1739363,183,5,5,International,Flutter,2.7,No,1,1,Medium
637,Repurpose Cross-Media Supply-Chains Platform,Desktop,2907904,142,7,5,Local,Laravel,2.0,Yes,2,0,Low
638,Deliver Web-Enabled Deliverables Platform,Desktop,4393653,308,11,3,International,Spring Boot,4.6,Yes,2,2,Low
639,Reinvent Innovative Users Platform,Web,2667589,202,11,1,Local,Spring Boot,2.9,Yes,1,0,Medium
640,Incubate Real-Time Portals Platform,ML,2999630,92,9,2,Local,Laravel,4.8,Yes,2,0,High
641,Generate Innovative Bandwidth Platform,ERP,4696388,121,11,5,International,Laravel,4.5,Yes,5,0,Medium
642,Facilitate Value-Added Relationships Platform,Desktop,3771143,180,9,1,Local,React,1.7,No,4,3,Medium
643,Leverage Bricks-And-Clicks Channels Platform,ML,969136,311,11,2,Local,Vue,3.2,No,2,2,Low
644,Utilize Wireless Roi Platform,Desktop,4486449,248,7,0,Local,Flutter,4.0,Yes,2,2,High
645,Facilitate Bleeding-Edge Roi Platform,API,3094332,245,4,4,Local,Flutter,2.8,Yes,4,2,Medium
646,Visualize Extensible Info-Mediaries Platform,Web,2475185,212,6,1,International,Spring Boot,2.3,No,1,2,Low
647,Optimize Back-End E-Commerce Platform,API,4451800,271,8,5,International,Flutter,1.4,Yes,3,0,Medium
648,Seize Open-Source Web Services Platform,API,3241131,292,3,0,Local,Spring Boot,2.8,Yes,1,3,Low
649,Innovate Customized Portals Platform,ERP,3063118,220,12,0,Local,Angular,2.0,Yes,5,3,Medium
650,Extend Turn-Key Paradigms Platform,API,4512820,128,7,1,International,Flutter,2.1,Yes,4,2,Low
651,Evolve Scalable Portals Platform,API,3665189,352,6,0,Local,Django,3.6,Yes,1,3,Low
652,Empower Strategic Convergence Platform,Desktop,1915627,85,9,4,International,Django,2.0,Yes,3,1,High
653,Engage One-To-One Niches Platform,Web,618404,329,9,3,International,React,1.9,Yes,2,2,Medium
654,Utilize World-Class Web-Readiness Platform,ERP,4645382,255,5,3,Local,Django,1.9,No,2,3,Low
655,Architect Impactful Web-Readiness Platform,API,1724257,74,7,2,Local,Django,2.8,Yes,3,3,Low
656,Engage Extensible E-Services Platform,Web,4433264,128,8,5,International,Spring Boot,1.8,No,4,2,Low
657,Harness Global Infrastructures Platform,Web,992850,86,8,1,International,Vue,5.0,Yes,1,2,High
658,Facilitate Enterprise Technologies Platform,ML,3695536,214,9,5,International,Angular,4.9,Yes,5,1,Medium
659,Embrace Sticky Convergence Platform,Mobile,4725733,312,8,3,Local,React,2.3,No,2,2,Low
660,Architect Virtual Niches Platform,Desktop,870459,125,10,2,International,Laravel,2.1,No,5,2,High
661,Aggregate Visionary Content Platform,Desktop,4155548,144,8,5,International,Flutter,4.8,No,1,1,Low
662,Disintermediate Enterprise Bandwidth Platform,Web,2428210,153,3,3,International,Angular,3.8,No,1,3,Low
663,Enhance Value-Added Mindshare Platform,API,3490707,347,10,3,International,React,4.4,Yes,1,2,Low
664,Visualize Ubiquitous Roi Platform,Mobile,2883341,152,5,5,International,Django,4.6,Yes,5,0,High
665,Benchmark Magnetic Systems Platform,ML,2014721,273,4,1,International,Spring Boot,1.4,No,1,2,High
666,Synergize Revolutionary Models Platform,ERP,1523334,261,8,4,Local,Flutter,2.3,Yes,1,3,High
667,Unleash Granular Paradigms Platform,ERP,4525316,292,7,4,Local,Vue,4.9,No,3,1,Low
668,Repurpose B2B Vortals Platform,Web,2873590,225,3,5,Local,Django,4.8,No,1,3,Medium
669,Generate Turn-Key Schemas Platform,Mobile,2513938,264,4,0,Local,Angular,2.6,No,3,1,Low
670,Revolutionize Bricks-And-Clicks E-Tailers Platform,Desktop,4617507,281,7,5,Local,Vue,3.7,No,5,1,Medium
671,Matrix One-To-One Markets Platform,API,3755530,303,7,4,International,React,4.0,No,5,1,Medium
672,Drive Interactive Communities Platform,ERP,4073690,107,3,4,International,Laravel,3.7,Yes,4,0,Medium
673,Redefine Viral Experiences Platform,API,4168804,100,10,2,Local,Angular,3.7,No,2,3,Medium
674,Re-Contextualize Web-Enabled E-Services Platform,ML,900373,342,4,0,Local,Django,2.7,Yes,4,2,Medium
675,Evolve Innovative Interfaces Platform,Desktop,1185932,317,3,0,International,Angular,4.1,No,1,0,Medium
676,Disintermediate Efficient Bandwidth Platform,ERP,2996848,220,12,5,International,Flutter,3.7,No,3,1,Low
677,Transition Value-Added Experiences Platform,Mobile,1156161,192,4,3,Local,React,2.6,Yes,2,3,Medium
678,Target Seamless Markets Platform,ERP,3898154,309,7,4,International,Spring Boot,3.7,No,3,0,Low
679,Redefine End-To-End Convergence Platform,Mobile,616399,157,4,0,Local,Flutter,1.1,No,2,1,Medium
680,Transition Robust Niches Platform,ERP,2101506,104,7,3,Local,Laravel,2.7,Yes,2,1,High
681,Evolve Distributed Web-Readiness Platform,ERP,4235161,308,10,0,International,Django,2.0,No,5,3,Low
682,Expedite Cross-Media Architectures Platform,Desktop,566054,112,9,3,International,Spring Boot,3.3,No,1,3,Medium
683,Syndicate Dynamic Channels Platform,API,4806339,309,6,5,Local,Django,1.1,No,5,0,Medium
684,Utilize User-Centric Users Platform,ERP,3999202,302,4,3,International,Laravel,3.8,Yes,2,2,High
685,Leverage Integrated Bandwidth Platform,Mobile,4436274,236,10,1,Local,Django,4.6,No,5,3,Low
686,E-Enable Front-End Action-Items Platform,Desktop,3774671,273,8,3,Local,Django,1.8,Yes,4,1,Low
687,Facilitate Cross-Platform Bandwidth Platform,Mobile,1811257,311,4,3,International,Vue,1.9,Yes,1,2,Medium
688,Seize Killer Partnerships Platform,Desktop,1830479,149,11,0,Local,Vue,2.7,Yes,1,1,Medium
689,Expedite Scalable Communities Platform,Desktop,3354846,241,3,4,International,Angular,4.4,Yes,1,3,Medium
690,Cultivate B2B Relationships Platform,Web,1388285,112,11,0,Local,Angular,3.5,Yes,3,1,High
691,Generate Seamless Portals Platform,Desktop,4203720,319,10,5,Local,Angular,3.6,No,2,0,Low
692,Enhance Transparent E-Commerce Platform,API,3987562,63,6,3,International,Vue,3.0,Yes,3,2,High
693,Target Enterprise Technologies Platform,API,3525296,185,5,4,International,Flutter,1.9,No,4,3,Medium
694,Synthesize Bricks-And-Clicks Web-Readiness Platform,ML,3534783,75,10,1,Local,Spring Boot,4.2,Yes,1,2,Medium
695,Brand Back-End Supply-Chains Platform,API,1878455,282,3,3,Local,Spring Boot,4.7,Yes,5,0,High
696,Visualize Killer Experiences Platform,ERP,4860216,211,9,3,International,Spring Boot,4.0,No,1,2,High
697,Aggregate Web-Enabled Metrics Platform,ML,1731966,266,10,5,Local,Django,3.5,No,3,3,Low
698,Evolve Visionary Synergies Platform,Desktop,1206999,78,11,2,International,Spring Boot,3.9,Yes,5,2,Low
699,Orchestrate Ubiquitous Action-Items Platform,Web,4792212,342,7,4,International,Flutter,3.5,Yes,1,2,Low
700,Unleash Compelling Schemas Platform,Desktop,4046249,318,4,5,Local,Flutter,2.5,No,1,0,High
701,Streamline Holistic Supply-Chains Platform,Web,4264277,212,12,5,Local,Laravel,2.4,Yes,5,1,Medium
702,Implement World-Class Action-Items Platform,Desktop,2886856,353,5,5,International,Django,4.0,Yes,3,1,Medium
703,Productize Killer Experiences Platform,API,1321981,135,9,3,Local,React,1.2,Yes,4,1,Medium
704,Utilize Robust Content Platform,Web,3597864,329,9,4,International,Flutter,2.1,No,4,3,High
705,Productize Strategic E-Business Platform,API,3997398,143,5,4,Local,Laravel,3.8,Yes,5,0,High
706,Target Collaborative Initiatives Platform,Mobile,4320443,302,3,5,Local,Django,2.5,Yes,5,3,Low
707,Leverage Next-Generation Vortals Platform,Web,3600311,352,7,0,Local,React,2.5,No,3,2,Medium
708,Target Impactful E-Business Platform,Web,1698475,132,12,3,Local,Vue,4.6,Yes,2,3,Low
709,Empower Cutting-Edge Convergence Platform,Web,3424679,94,3,3,International,Django,2.2,No,3,3,Medium
710,Extend Next-Generation Solutions Platform,ERP,1614087,130,11,5,International,Flutter,2.8,No,2,2,Low
711,Morph Next-Generation Deliverables Platform,ML,3936211,258,6,3,International,Django,1.2,No,3,0,Low
712,Embrace Efficient Applications Platform,ERP,708071,352,7,4,Local,Spring Boot,3.2,Yes,5,0,High
713,Enhance Frictionless Web-Readiness Platform,ML,2088767,303,11,0,Local,Spring Boot,4.7,Yes,1,2,Low
714,Reinvent Robust Content Platform,Mobile,4226466,103,11,4,International,Laravel,3.4,No,1,2,Medium
715,Revolutionize Proactive Interfaces Platform,Mobile,3980739,72,11,2,International,Vue,1.4,Yes,5,1,Medium
716,Synergize Sticky Bandwidth Platform,Mobile,2032338,190,4,1,International,Laravel,3.7,Yes,5,2,Low
717,Transform Intuitive Bandwidth Platform,Web,990748,212,9,0,International,Angular,2.7,No,3,3,Low
718,Reinvent Collaborative Deliverables Platform,Web,2199191,182,12,4,Local,Laravel,3.0,No,1,2,Low
719,Harness Real-Time E-Tailers Platform,Desktop,4399222,343,9,0,International,React,2.6,Yes,1,2,High
720,Disintermediate Front-End Solutions Platform,ML,1351522,186,11,5,Local,Vue,3.3,No,1,1,Low
721,Empower Cutting-Edge Methodologies Platform,Desktop,1910865,185,11,3,International,React,1.0,No,5,2,High
722,Deliver Back-End Synergies Platform,Mobile,504554,90,10,2,International,Flutter,3.7,No,2,2,Low
723,Seize Enterprise Markets Platform,Mobile,4980265,348,4,2,Local,Laravel,3.8,Yes,5,2,Medium
724,Incubate Bleeding-Edge Methodologies Platform,Mobile,4734739,222,8,5,International,Flutter,3.8,No,2,2,Medium
725,Enhance Mission-Critical Models Platform,Mobile,4357076,228,3,5,Local,Spring Boot,4.7,No,1,0,High
726,Seize One-To-One Eyeballs Platform,Mobile,3965862,344,10,3,Local,Flutter,4.5,Yes,5,0,High
727,Whiteboard Open-Source E-Markets Platform,API,1535285,240,9,4,International,Laravel,1.7,Yes,1,3,Medium
728,Morph B2C Solutions Platform,Mobile,4229387,64,6,5,Local,Flutter,2.1,No,2,0,High
729,Evolve Distributed E-Commerce Platform,ERP,3043245,173,6,3,International,React,2.1,Yes,1,1,High
730,Architect 24/365 Applications Platform,API,1430686,202,12,4,International,Angular,3.2,Yes,1,1,High
731,Redefine Innovative E-Markets Platform,Web,1568967,192,12,1,International,Angular,4.4,Yes,5,2,High
732,Enable Sticky Schemas Platform,ML,4307808,61,9,5,Local,Flutter,4.8,No,4,2,Low
733,Enable Ubiquitous Niches Platform,ERP,4847775,298,10,2,Local,Spring Boot,1.9,No,4,3,Medium
734,Whiteboard Leading-Edge Experiences Platform,Web,3787150,159,8,0,Local,Spring Boot,1.9,No,1,1,Low
735,Integrate Vertical Technologies Platform,Mobile,3261736,219,4,5,Local,React,2.9,Yes,5,2,Medium
736,Reinvent Enterprise E-Services Platform,Mobile,1404632,302,6,2,Local,Flutter,2.3,Yes,1,3,Low
737,Scale Integrated Methodologies Platform,ERP,4245145,356,4,0,Local,React,2.5,Yes,2,0,Medium
738,Streamline Collaborative Web Services Platform,Web,3028922,281,4,0,Local,Django,1.2,No,4,0,High
739,Redefine Extensible Networks Platform,API,2455485,65,10,3,International,Flutter,2.7,Yes,3,0,Medium
740,Benchmark Innovative Channels Platform,ML,3253088,360,6,0,Local,React,3.4,Yes,5,1,High
741,Integrate B2B Models Platform,Mobile,4768945,191,8,3,International,Spring Boot,3.5,Yes,2,1,Low
742,Utilize Cross-Platform Action-Items Platform,Web,1571063,219,12,3,International,Vue,3.3,Yes,2,3,Medium
743,Incubate Proactive Methodologies Platform,ML,3376456,209,8,0,Local,React,1.9,Yes,4,2,Low
744,Deploy Collaborative Initiatives Platform,Mobile,2188301,95,8,1,International,Spring Boot,3.8,No,5,2,High
745,Generate Seamless Networks Platform,ML,3315724,213,9,2,Local,React,2.8,Yes,4,1,Low
746,Benchmark Impactful E-Services Platform,ERP,2370870,177,10,4,Local,Angular,2.9,No,4,1,Medium
747,Engage Wireless Initiatives Platform,Mobile,556416,245,3,0,International,React,3.2,Yes,3,3,Low
748,Benchmark Global Web-Readiness Platform,ERP,3519137,82,3,1,Local,Vue,1.7,No,2,2,High
749,Architect Web-Enabled E-Markets Platform,Mobile,1997714,160,3,1,International,React,1.1,Yes,4,0,Medium
750,Synergize Front-End Roi Platform,Mobile,3059132,293,6,2,International,Spring Boot,1.7,No,1,0,Low
751,Revolutionize Open-Source Functionalities Platform,Mobile,2090825,158,11,3,International,Vue,3.4,Yes,1,1,High
752,Reinvent Revolutionary Portals Platform,Desktop,1746269,227,6,0,International,Flutter,1.5,No,2,0,Medium
753,Leverage Transparent Convergence Platform,ERP,1044194,145,11,3,International,Laravel,3.1,Yes,3,2,High
754,Transform Synergistic Networks Platform,ERP,4554189,313,10,2,International,Spring Boot,4.7,Yes,2,1,Low
755,Syndicate Strategic Metrics Platform,API,2466160,262,6,2,International,Laravel,3.3,No,3,0,Low
756,Incubate Granular Convergence Platform,Web,2975042,287,11,2,Local,Django,1.2,No,4,3,Medium
757,Benchmark Dot-Com Vortals Platform,API,3930544,248,10,2,International,Laravel,1.1,No,2,2,High
758,Leverage Compelling Niches Platform,Web,3512289,102,7,4,Local,Flutter,2.1,Yes,1,0,Low
759,Scale Impactful Functionalities Platform,Desktop,821127,339,6,2,Local,Spring Boot,2.3,No,3,1,High
760,Integrate Mission-Critical Schemas Platform,ML,1656496,338,7,0,International,Vue,4.3,No,4,0,Medium
761,Disintermediate Intuitive E-Tailers Platform,ERP,4800394,136,9,1,Local,Spring Boot,4.0,No,2,3,High
762,Scale Intuitive Applications Platform,API,3357659,103,8,1,International,Flutter,4.8,No,2,3,Medium
763,Optimize Magnetic Technologies Platform,ML,752531,251,5,4,Local,Vue,4.8,Yes,4,2,Medium
764,Strategize 24/7 Bandwidth Platform,Mobile,4016062,277,9,5,International,Vue,3.3,Yes,2,1,Medium
765,Incubate E-Business Interfaces Platform,ML,3778988,255,6,3,Local,Django,2.5,No,1,2,High
766,Strategize End-To-End Systems Platform,API,3055551,107,5,0,Local,React,4.3,No,1,1,Low
767,Whiteboard B2B Supply-Chains Platform,Web,3737114,205,6,1,International,Spring Boot,3.1,No,1,2,High
768,Seize B2C Communities Platform,Web,1941378,227,9,3,Local,React,1.5,No,4,0,Medium
769,Revolutionize Sticky Partnerships Platform,Mobile,1589950,165,7,3,International,Angular,3.4,No,5,1,High
770,Extend User-Centric Metrics Platform,ERP,4350005,201,6,0,Local,Laravel,1.3,No,5,1,High
771,Reinvent Transparent Convergence Platform,Desktop,4618459,295,10,4,Local,Spring Boot,1.4,No,3,2,Medium
772,Unleash Virtual Relationships Platform,ML,1969065,272,6,1,International,Laravel,2.5,Yes,5,0,Medium
773,Revolutionize Viral Bandwidth Platform,ERP,866284,182,5,2,International,Spring Boot,4.7,Yes,4,3,High
774,Seize Impactful Portals Platform,Web,3593148,99,4,4,International,Laravel,2.8,No,2,0,Medium
775,Engineer Mission-Critical Mindshare Platform,Web,1114008,296,9,2,International,Flutter,1.8,Yes,1,2,Low
776,E-Enable Rich Web Services Platform,ERP,1644882,227,10,3,International,React,1.3,Yes,4,1,Medium
777,Mesh Innovative Web Services Platform,Desktop,1853640,147,3,4,Local,Angular,2.2,No,2,0,High
778,Re-Intermediate Interactive Experiences Platform,Web,2792206,138,10,2,Local,Angular,3.9,Yes,4,0,High
779,Revolutionize Plug-And-Play Schemas Platform,ML,1362292,259,7,3,Local,Django,1.0,No,2,1,Medium
780,Drive Best-Of-Breed Niches Platform,Mobile,2177601,106,3,3,Local,React,2.3,Yes,1,1,Low
781,Transform Granular E-Services Platform,ERP,1908303,145,3,3,Local,Flutter,2.3,Yes,5,1,High
782,Seize User-Centric E-Tailers Platform,API,4089320,121,6,1,Local,Vue,2.3,Yes,4,2,Low
783,Exploit Ubiquitous Portals Platform,API,2284826,294,6,0,International,Spring Boot,3.5,Yes,1,1,Medium
784,Cultivate Value-Added Models Platform,Desktop,4690747,112,11,4,Local,Vue,4.8,No,4,1,Medium
785,Scale Real-Time Interfaces Platform,Mobile,3167300,306,4,2,Local,Django,4.6,No,4,1,High
786,Productize Killer Schemas Platform,ML,611498,179,3,4,Local,Vue,1.9,No,2,0,Low
787,Streamline Revolutionary Initiatives Platform,Mobile,3641731,315,7,1,Local,Laravel,1.8,Yes,2,3,High
788,Synergize Compelling Relationships Platform,Desktop,1626313,202,8,5,Local,Django,4.2,No,3,0,Low
789,Enable Rich Niches Platform,ERP,3278896,235,6,1,Local,Spring Boot,5.0,Yes,5,3,High
790,Envisioneer Seamless Info-Mediaries Platform,Desktop,2039691,286,3,0,International,React,4.8,Yes,2,1,Low
791,Strategize Cross-Media Communities Platform,Web,1956898,341,6,1,Local,Laravel,3.9,No,2,1,Low
792,Re-Contextualize Dynamic Supply-Chains Platform,API,1980048,187,7,2,International,Spring Boot,1.8,No,1,2,Medium
793,Target Killer Models Platform,API,1907323,301,10,3,International,Flutter,1.6,No,1,3,Medium
794,Synthesize Real-Time Users Platform,Web,3018524,335,5,4,Local,Vue,2.5,No,4,2,Medium
795,Revolutionize Turn-Key Bandwidth Platform,ML,4533614,96,8,1,International,Angular,1.6,Yes,1,0,High
796,Enable Strategic Initiatives Platform,ERP,3639502,311,9,3,International,Spring Boot,2.5,No,3,0,Medium
797,Architect Front-End Roi Platform,Web,1544193,257,12,1,Local,Flutter,2.7,No,3,3,High
